0.4,15284
0.7,12430
0.6,10814
1.5,1260
0.8,8763
0.3,11008
0.9,6878
0.2,8563
0.5,14155
1.0,5694
1.1,5172
1.2,3697
1.3,4557
0.1,3484
1.6,1098
1.9,290
0.0,537
1.4,2533
1.7,1080
1.8,606
2.1,51
2.0,180
2.7,14
2.2,172
2.3,59
2.8,2
2.4,49
2.6,5
2.5,4
5.2,61
13.6,1
8.0,6
12.3,1
14.0,1
12.9,1
7.9,2
7.6,1
